transaction_id,timestamp,sender_account_id,receiver_account_id,amount,currency,channel,transaction_type,merchant_category,location,status,scenario_id,ground_truth_pattern
TXN-60330C439B2A,2026-07-24 10:54:06,ACC-0502,ACC-0301,21894.37,INR,UPI,transfer,medical,Kolkata,completed,,
TXN-56AA3ADD548F,2026-07-24 11:02:07,ACC-0349,ACC-0140,19243.52,INR,UPI,transfer,shopping,Chennai,completed,,
TXN-2D58887C3100,2026-07-24 11:06:20,ACC-0209,ACC-0223,20986.02,INR,RTGS,transfer,fuel,Pune,completed,,
TXN-4A2E3E4C4FBB,2026-07-24 11:08:00,ACC-0299,ACC-0277,14943.98,INR,IMPS,transfer,fuel,Bangalore,completed,,
TXN-DBC45D5BB276,2026-07-24 11:20:28,ACC-G-001,ACC-0561,11824.85,INR,UPI,transfer,groceries,Mumbai,completed,,
TXN-B17D87BA0C7C,2026-07-24 11:40:14,ACC-0314,ACC-0193,17480.46,INR,UPI,transfer,fuel,Mumbai,completed,,
TXN-D2FF4B1BB489,2026-07-24 12:08:56,ACC-0500,ACC-0167,22085.12,INR,UPI,transfer,fuel,Chennai,completed,,
TXN-9C08C91321FD,2026-07-24 12:10:36,ACC-0588,ACC-0432,6256.22,INR,UPI,transfer,medical,Hyderabad,completed,,
TXN-03E5E9E368D7,2026-07-24 12:22:18,ACC-0476,ACC-0446,18941.94,INR,UPI,transfer,groceries,Kolkata,completed,,
TXN-D68A5EF23A81,2026-07-24 12:37:54,ACC-0551,ACC-0324,14372.74,INR,NEFT,transfer,fuel,Mumbai,completed,,
TXN-2522511A78F6,2026-07-24 12:45:22,ACC-0226,ACC-0114,22089.67,INR,IMPS,transfer,rent,Pune,completed,,
TXN-52728904A88F,2026-07-24 12:57:55,ACC-0542,ACC-0296,14092.3,INR,UPI,transfer,utilities,Kolkata,completed,,
TXN-6E21FB08CEE3,2026-07-24 13:04:07,ACC-0497,ACC-0347,15948.68,INR,IMPS,transfer,fuel,Mumbai,completed,,
TXN-1FD95D55933B,2026-07-24 13:04:40,ACC-0266,ACC-0551,23949.34,INR,UPI,transfer,subscription,Ahmedabad,completed,,
TXN-0069AC3EF6BE,2026-07-24 13:16:27,ACC-0504,ACC-0465,14267.39,INR,UPI,transfer,groceries,Delhi,completed,,
TXN-72E97368A15A,2026-07-24 13:38:44,ACC-0367,ACC-0572,21021.54,INR,UPI,transfer,groceries,Pune,completed,,
TXN-68A185B07539,2026-07-24 13:40:42,ACC-0272,ACC-0554,13870.15,INR,NEFT,transfer,,Delhi,completed,,
TXN-2FCA0695A6BC,2026-07-24 13:49:07,ACC-0268,ACC-0373,11952.84,INR,UPI,transfer,groceries,Delhi,completed,,
TXN-6F922DD6C69B,2026-07-24 13:54:19,ACC-0551,ACC-0329,24868.63,INR,UPI,transfer,subscription,Ahmedabad,completed,,
TXN-A942FA248BF3,2026-07-24 13:59:34,ACC-0171,ACC-0343,24506.82,INR,RTGS,transfer,fuel,Bangalore,completed,,
TXN-B5CA8C3B06B4,2026-07-24 14:03:45,ACC-0456,ACC-0514,13229.89,INR,UPI,transfer,shopping,Kolkata,completed,,
TXN-2F8F1801F66A,2026-07-24 14:05:39,ACC-0268,ACC-0589,13494.4,INR,UPI,transfer,utilities,Hyderabad,completed,,
TXN-5E6F9A9EB897,2026-07-24 14:18:14,ACC-0340,ACC-0193,27850.35,INR,UPI,transfer,fuel,Kolkata,completed,,
TXN-AE116EAAA365,2026-07-24 14:22:50,ACC-0117,ACC-0356,19110.1,INR,UPI,transfer,subscription,Delhi,completed,,
TXN-A12AF72158A5,2026-07-24 14:38:10,ACC-0112,ACC-0206,15961.08,INR,UPI,transfer,,Bangalore,completed,,
TXN-C2375CFA7E9D,2026-07-24 14:44:33,ACC-0533,ACC-0270,13151.56,INR,NEFT,transfer,,Kolkata,completed,,
TXN-04BA3349DBCF,2026-07-24 14:51:31,ACC-0445,ACC-0405,20353.63,INR,UPI,transfer,utilities,Kolkata,completed,,
TXN-E7F41421094E,2026-07-24 15:01:33,ACC-0445,ACC-0338,21493.39,INR,UPI,transfer,medical,Ahmedabad,completed,,
TXN-321D72CDF1F0,2026-07-24 15:02:12,ACC-0293,ACC-0274,42193.43,INR,IMPS,transfer,shopping,Ahmedabad,completed,,
TXN-150E6736AA55,2026-07-24 15:07:18,ACC-0215,ACC-0112,13391.76,INR,UPI,transfer,shopping,Bangalore,completed,,
TXN-C9BD29F7B185,2026-07-24 15:19:17,ACC-0305,ACC-0209,19780.42,INR,UPI,transfer,shopping,Bangalore,completed,,
TXN-395EF47BD4B1,2026-07-24 15:24:46,ACC-0332,ACC-0228,22229.99,INR,CASH,transfer,fuel,Chennai,completed,,
TXN-AEB6BC9BB90D,2026-07-24 15:48:46,ACC-0504,ACC-0203,21360.21,INR,RTGS,transfer,subscription,Ahmedabad,completed,,
TXN-19A8E4FED2BA,2026-07-24 16:07:01,ACC-C-001,ACC-0129,23687.21,INR,IMPS,transfer,fuel,Ahmedabad,completed,,
TXN-983D1EB1542E,2026-07-24 16:14:20,ACC-0210,ACC-0530,21536.81,INR,UPI,transfer,shopping,Delhi,completed,,
TXN-89B2FC3AC727,2026-07-24 16:19:55,ACC-0592,ACC-0103,15936.48,INR,NEFT,transfer,groceries,Delhi,completed,,
TXN-7566A90D20D1,2026-07-24 16:37:26,ACC-0515,ACC-0238,24270.36,INR,UPI,transfer,medical,Bangalore,completed,,
TXN-F57CCBF07703,2026-07-24 16:46:45,ACC-0525,ACC-0556,7623.31,INR,IMPS,transfer,subscription,Hyderabad,completed,,
TXN-1DA25EA10187,2026-07-24 16:50:19,ACC-0381,ACC-0415,12482.55,INR,NEFT,transfer,,Kolkata,completed,,
TXN-54D11EAB053C,2026-07-24 16:55:48,ACC-0194,ACC-0173,12899.89,INR,UPI,transfer,,Pune,completed,,
TXN-D39D57A5CAAE,2026-07-24 17:13:07,ACC-0122,ACC-0572,17600.15,INR,NEFT,transfer,subscription,Hyderabad,completed,,
TXN-3CFB1130D0D4,2026-07-24 17:33:40,ACC-0578,ACC-0476,22018.34,INR,NEFT,transfer,shopping,Chennai,completed,,
TXN-E4C237D68EDA,2026-07-24 17:34:49,ACC-0301,ACC-0101,82765.25,INR,IMPS,transfer,groceries,Kolkata,completed,,
TXN-E1AD73260B2B,2026-07-24 17:48:13,ACC-0582,ACC-0183,15610.79,INR,UPI,transfer,shopping,Hyderabad,completed,,
TXN-86C555C1A128,2026-07-24 17:51:27,ACC-0136,ACC-0447,12682.11,INR,NEFT,transfer,utilities,Ahmedabad,completed,,
TXN-6E39BD93C2A1,2026-07-24 17:52:16,ACC-0115,ACC-0395,41336.67,INR,UPI,transfer,subscription,Delhi,completed,,
TXN-E2309569F265,2026-07-24 18:14:50,ACC-0166,ACC-0236,10046.69,INR,UPI,transfer,restaurant,Pune,completed,,
TXN-AD0DFAF784FB,2026-07-24 18:18:01,ACC-0163,ACC-0101,13275.33,INR,UPI,transfer,groceries,Chennai,completed,,
TXN-E49DD0136DEC,2026-07-24 18:24:00,ACC-0406,ACC-0427,11971.11,INR,IMPS,transfer,medical,Hyderabad,completed,,
TXN-0B9C75E0336A,2026-07-24 18:35:29,ACC-0232,ACC-0125,15801.38,INR,UPI,transfer,utilities,Delhi,completed,,
TXN-BB5049F82A1D,2026-07-24 18:37:53,ACC-0522,ACC-0442,24224.23,INR,RTGS,transfer,rent,Hyderabad,completed,,
TXN-82AF972F9F56,2026-07-24 18:49:41,ACC-0563,ACC-0511,15889.9,INR,NEFT,transfer,subscription,Bangalore,completed,,
TXN-72CE9863B821,2026-07-24 18:50:14,ACC-0485,ACC-0320,22216.23,INR,IMPS,transfer,subscription,Mumbai,completed,,
TXN-9D1DB3F6FAA0,2026-07-24 19:10:08,ACC-0364,ACC-0205,22833.43,INR,CASH,transfer,rent,Mumbai,completed,,
TXN-DFC55D9FE29D,2026-07-24 19:14:58,ACC-0148,ACC-0343,18920.5,INR,UPI,transfer,,Kolkata,completed,,
TXN-F38425EACCB7,2026-07-24 19:33:43,ACC-0508,ACC-0482,14532.49,INR,UPI,transfer,medical,Ahmedabad,completed,,
TXN-2A376F2DEB62,2026-07-24 19:43:23,ACC-0529,ACC-0223,21683.89,INR,NEFT,transfer,,Mumbai,completed,,
TXN-75E3ABB6AE32,2026-07-24 19:52:23,ACC-0101,ACC-0267,13378.61,INR,RTGS,transfer,utilities,Chennai,completed,,
TXN-B42D7D04DD32,2026-07-24 19:55:50,ACC-0176,ACC-0242,54761.11,INR,NEFT,transfer,subscription,Chennai,completed,,
TXN-EE8733B71E62,2026-07-24 20:02:27,ACC-0510,ACC-0364,26449.11,INR,UPI,transfer,groceries,Delhi,completed,,
TXN-D96907E93CBA,2026-07-24 20:12:51,ACC-0244,ACC-0387,13800.39,INR,UPI,transfer,restaurant,Chennai,completed,,
TXN-9B4B4D8A69A4,2026-07-24 20:17:35,ACC-0553,ACC-0427,47106.82,INR,UPI,transfer,utilities,Delhi,completed,,
TXN-C2601B13701B,2026-07-24 20:19:50,ACC-0435,ACC-0234,74781.54,INR,UPI,transfer,rent,Chennai,completed,,
TXN-65726FCD96D9,2026-07-24 20:20:35,ACC-0358,ACC-0393,21285.43,INR,IMPS,transfer,restaurant,Ahmedabad,completed,,
TXN-AC403B3D96D6,2026-07-24 20:21:16,ACC-0404,ACC-0253,22745.41,INR,UPI,transfer,groceries,Chennai,completed,,
TXN-C8A3F282851A,2026-07-24 20:25:37,ACC-0418,ACC-0451,22765.92,INR,RTGS,transfer,,Bangalore,completed,,
TXN-98BA895E7BCA,2026-07-24 21:04:22,ACC-0324,ACC-0293,11874.84,INR,IMPS,transfer,fuel,Bangalore,completed,,
TXN-E1E5568A6AE3,2026-07-24 21:14:56,ACC-0132,ACC-0136,18768.77,INR,IMPS,transfer,restaurant,Mumbai,completed,,
TXN-168355EED4A4,2026-07-24 21:26:28,ACC-0491,ACC-0465,9152.41,INR,UPI,transfer,rent,Delhi,completed,,
TXN-28325DE6DFC2,2026-07-24 21:30:03,ACC-0165,ACC-0578,20632.21,INR,UPI,transfer,subscription,Hyderabad,completed,,
TXN-7C740450AE9D,2026-07-24 21:41:56,ACC-0235,ACC-0121,95622.9,INR,UPI,transfer,rent,Ahmedabad,completed,,
TXN-C635EE588A15,2026-07-24 21:45:31,ACC-0181,ACC-0377,19101.47,INR,RTGS,transfer,,Bangalore,completed,,
TXN-11A86F5E9402,2026-07-24 21:59:01,ACC-0218,ACC-0285,39991.89,INR,UPI,transfer,rent,Delhi,completed,,
TXN-66A38DA37950,2026-07-24 22:12:44,ACC-0208,ACC-E-001,11411.29,INR,UPI,transfer,,Delhi,completed,,
TXN-B9E322E16133,2026-07-24 22:23:53,ACC-0142,ACC-0358,32483.91,INR,UPI,transfer,,Pune,completed,,
TXN-FDA9656E1F94,2026-07-24 22:29:47,ACC-0242,ACC-0320,21655.2,INR,NEFT,transfer,restaurant,Mumbai,completed,,
TXN-54F226A389FC,2026-07-24 22:33:02,ACC-0356,ACC-0295,104510.36,INR,NEFT,transfer,,Mumbai,completed,,
TXN-522E5B0317F9,2026-07-24 22:39:35,ACC-0335,ACC-0550,22496.48,INR,NEFT,transfer,medical,Hyderabad,completed,,
TXN-B7541737FA0F,2026-07-24 22:51:39,ACC-0385,ACC-0453,72840.92,INR,UPI,transfer,medical,Delhi,completed,,
TXN-D06B0664ACE7,2026-07-24 23:07:30,ACC-0470,ACC-0548,12104.02,INR,NEFT,transfer,,Hyderabad,completed,,
TXN-9C6F67CAB069,2026-07-24 23:16:52,ACC-0244,ACC-0405,13794.86,INR,RTGS,transfer,,Mumbai,completed,,
TXN-75872D32BCD5,2026-07-24 23:17:55,ACC-0450,ACC-0567,57530.17,INR,RTGS,transfer,,Kolkata,completed,,
TXN-A8EED96096B3,2026-07-24 23:21:57,ACC-0122,ACC-0406,49565.28,INR,NEFT,transfer,shopping,Hyderabad,completed,,
TXN-CE946C6E4FC7,2026-07-24 23:30:15,ACC-0128,ACC-0591,1355.59,INR,UPI,transfer,subscription,Chennai,completed,,
TXN-905B861325D6,2026-07-24 23:38:24,ACC-0507,ACC-0587,15944.42,INR,NEFT,transfer,utilities,Delhi,completed,,
TXN-0840C4CDF920,2026-07-24 23:39:56,ACC-0310,ACC-0270,24990.97,INR,CASH,transfer,shopping,Delhi,completed,,
TXN-BF4F9DD950D7,2026-07-24 23:49:48,ACC-0398,ACC-0410,12386.33,INR,NEFT,transfer,rent,Hyderabad,completed,,
TXN-067115818D58,2026-07-24 23:53:14,ACC-0328,ACC-0144,15818.33,INR,NEFT,transfer,,Ahmedabad,completed,,
TXN-AFB2281EEB18,2026-07-24 23:57:16,ACC-0205,ACC-0506,52267.74,INR,RTGS,transfer,groceries,Pune,completed,,
TXN-D6238E6BAEAC,2026-07-25 00:13:15,ACC-0189,ACC-0169,21545.53,INR,UPI,transfer,subscription,Ahmedabad,completed,,
TXN-E8E48896566E,2026-07-25 00:25:48,ACC-0532,ACC-0289,13353.92,INR,UPI,transfer,rent,Ahmedabad,completed,,
TXN-23A6BD484708,2026-07-25 00:32:07,ACC-0358,ACC-0390,22980.02,INR,NEFT,transfer,groceries,Pune,completed,,
TXN-3E311C9149F6,2026-07-25 00:33:34,ACC-0490,ACC-0495,3413.96,INR,NEFT,transfer,medical,Mumbai,completed,,
TXN-34716AA73C6B,2026-07-25 00:33:41,ACC-0455,ACC-0475,18068.69,INR,UPI,transfer,groceries,Mumbai,completed,,
TXN-1FF2D99D2CAC,2026-07-25 00:34:47,ACC-0245,ACC-0172,19227.91,INR,UPI,transfer,medical,Chennai,completed,,
TXN-150C7CABBD35,2026-07-25 00:42:18,ACC-0372,ACC-0337,29729.55,INR,UPI,transfer,,Kolkata,completed,,
TXN-90DE78E3C2E9,2026-07-25 00:44:45,ACC-0167,ACC-0166,18170.79,INR,UPI,transfer,medical,Hyderabad,completed,,
TXN-0C5816EB63C2,2026-07-25 00:47:18,ACC-0493,ACC-0265,9875.66,INR,NEFT,transfer,medical,Hyderabad,completed,,
TXN-AF274200E4BD,2026-07-25 00:53:30,ACC-0240,ACC-0298,22056.25,INR,NEFT,transfer,fuel,Ahmedabad,completed,,
TXN-BCC803C06BA7,2026-07-25 00:56:07,ACC-0285,ACC-0537,18126.02,INR,UPI,transfer,fuel,Pune,completed,,
TXN-3318F1DBAE35,2026-07-25 00:57:32,ACC-0386,ACC-0189,14165.45,INR,UPI,transfer,,Pune,completed,,
TXN-5D7A555AD511,2026-07-25 01:00:05,ACC-0183,ACC-0152,21979.12,INR,UPI,transfer,,Kolkata,completed,,
TXN-7F878995F154,2026-07-25 01:17:58,ACC-0472,ACC-0168,40653.05,INR,IMPS,transfer,utilities,Delhi,completed,,
TXN-29D8ED0D9F61,2026-07-25 01:52:15,ACC-0337,ACC-0513,12895.06,INR,RTGS,transfer,subscription,Bangalore,completed,,
TXN-4A83239CCEB1,2026-07-25 01:53:58,ACC-0108,ACC-0472,16322.3,INR,UPI,transfer,medical,Kolkata,completed,,
TXN-7F5980061DD1,2026-07-25 01:58:59,ACC-0136,ACC-0338,12000.79,INR,UPI,transfer,,Chennai,completed,,
TXN-29C2AB0178F5,2026-07-25 02:23:45,ACC-0105,ACC-0128,1032.01,INR,IMPS,transfer,subscription,Bangalore,completed,,
TXN-BAC61C800FE7,2026-07-25 02:28:58,ACC-0109,ACC-0196,19258.85,INR,UPI,transfer,shopping,Hyderabad,completed,,
TXN-3C75BC2EAED1,2026-07-25 02:32:33,ACC-0222,ACC-0182,18045.1,INR,RTGS,transfer,fuel,Kolkata,completed,,
TXN-81DB61C299F4,2026-07-25 02:37:48,ACC-0571,ACC-0221,12827.61,INR,IMPS,transfer,shopping,Mumbai,completed,,
TXN-61BE8C65C430,2026-07-25 02:42:38,ACC-0454,ACC-0162,9784.32,INR,NEFT,transfer,,Delhi,completed,,
TXN-BFDB7918B9DE,2026-07-25 02:48:29,ACC-0417,ACC-0546,14171.19,INR,IMPS,transfer,subscription,Mumbai,completed,,
TXN-9BA2E958A772,2026-07-25 02:48:47,ACC-0340,ACC-0381,24376.77,INR,NEFT,transfer,,Chennai,completed,,
TXN-49C2C94CEBC8,2026-07-25 03:12:48,ACC-0529,ACC-0119,21106.4,INR,UPI,transfer,subscription,Delhi,completed,,
TXN-9F875572F821,2026-07-25 03:13:40,ACC-0546,ACC-0539,86383.66,INR,UPI,transfer,fuel,Mumbai,completed,,
TXN-2837F02FE7F8,2026-07-25 03:27:36,ACC-0503,ACC-0238,12636.25,INR,UPI,transfer,restaurant,Bangalore,completed,,
TXN-EEF5854D3BAB,2026-07-25 03:31:47,ACC-0420,ACC-0246,23083.46,INR,UPI,transfer,groceries,Chennai,completed,,
TXN-C607B090E1E0,2026-07-25 03:54:26,ACC-0285,ACC-0583,22233.35,INR,RTGS,transfer,utilities,Ahmedabad,completed,,
TXN-C5601394C0FD,2026-07-25 04:03:40,ACC-0471,ACC-0111,28588.11,INR,NEFT,transfer,utilities,Chennai,completed,,
TXN-AC50A0D2C82F,2026-07-25 04:07:42,ACC-0234,ACC-0341,11497.84,INR,CASH,transfer,restaurant,Hyderabad,completed,,
TXN-1F6B3A4FBDBA,2026-07-25 04:09:49,ACC-0453,ACC-0190,13121.87,INR,RTGS,transfer,,Ahmedabad,completed,,
TXN-723C704AA611,2026-07-25 04:26:31,ACC-0443,ACC-0488,20762.0,INR,UPI,transfer,medical,Chennai,completed,,
TXN-3AB5527BB5EA,2026-07-25 04:35:25,ACC-0107,ACC-0424,19177.49,INR,UPI,transfer,restaurant,Hyderabad,completed,,
TXN-E980C88F7713,2026-07-25 04:36:05,ACC-0312,ACC-0103,24786.53,INR,UPI,transfer,groceries,Kolkata,completed,,
TXN-7E73C6A925A5,2026-07-25 04:46:46,ACC-0306,ACC-0328,10938.13,INR,UPI,transfer,fuel,Kolkata,completed,,
TXN-6D3505DF80B2,2026-07-25 05:00:00,ACC-0559,ACC-0216,11851.67,INR,UPI,transfer,medical,Mumbai,completed,,
TXN-9AEBB3BE0093,2026-07-25 05:04:28,ACC-0247,ACC-0164,15254.9,INR,RTGS,transfer,medical,Pune,completed,,
TXN-9D7C236D0C06,2026-07-25 05:29:25,ACC-0431,ACC-0169,15592.36,INR,IMPS,transfer,fuel,Hyderabad,completed,,
TXN-F507D97AC222,2026-07-25 05:36:45,ACC-0309,ACC-0227,45901.02,INR,UPI,transfer,groceries,Bangalore,completed,,
TXN-2D1D3480DC22,2026-07-25 05:41:00,ACC-0156,ACC-0583,24307.39,INR,UPI,transfer,restaurant,Hyderabad,completed,,
TXN-38B7780D24C3,2026-07-25 05:49:56,ACC-0506,ACC-0342,11476.02,INR,UPI,transfer,groceries,Bangalore,completed,,
TXN-2ABCF34CC2B6,2026-07-25 05:51:49,ACC-0182,ACC-0193,19916.39,INR,IMPS,transfer,shopping,Mumbai,completed,,
TXN-7EC7DAFB3527,2026-07-25 05:55:00,ACC-0400,ACC-0459,13510.74,INR,IMPS,transfer,utilities,Mumbai,completed,,
TXN-01CD68953D9B,2026-07-25 06:06:10,ACC-0481,ACC-0373,24770.03,INR,UPI,transfer,rent,Ahmedabad,completed,,
TXN-182B942C00E8,2026-07-25 06:11:50,ACC-0228,ACC-0206,15386.67,INR,NEFT,transfer,shopping,Bangalore,completed,,
TXN-3522D30110CB,2026-07-25 06:43:22,ACC-0263,ACC-0564,54443.12,INR,IMPS,transfer,restaurant,Bangalore,completed,,
TXN-95BDEC5A5E9D,2026-07-25 06:49:17,ACC-0321,ACC-0434,12035.85,INR,IMPS,transfer,rent,Chennai,completed,,
TXN-4B307A7FE3DC,2026-07-25 07:01:00,ACC-0167,ACC-0505,24826.43,INR,UPI,transfer,medical,Kolkata,completed,,
TXN-439AD6674C77,2026-07-25 07:03:57,ACC-0590,ACC-0317,10304.48,INR,NEFT,transfer,utilities,Chennai,completed,,
TXN-0A2F0C5C995B,2026-07-25 07:16:03,ACC-0499,ACC-0332,22279.07,INR,UPI,transfer,subscription,Ahmedabad,completed,,
TXN-3EA3BE195BE1,2026-07-25 07:16:04,ACC-0396,ACC-0554,23742.71,INR,IMPS,transfer,utilities,Hyderabad,completed,,
TXN-04B19B6EB8ED,2026-07-25 07:42:16,ACC-0227,ACC-0581,14578.21,INR,IMPS,transfer,groceries,Chennai,completed,,
TXN-FE328CCFD26D,2026-07-25 07:59:07,ACC-0172,ACC-0243,24754.39,INR,IMPS,transfer,medical,Ahmedabad,completed,,
TXN-9E439BDB7F98,2026-07-25 08:05:15,ACC-0121,ACC-0124,25184.25,INR,UPI,transfer,shopping,Delhi,completed,,
TXN-F6E52E0EE3B6,2026-07-25 08:05:38,ACC-0126,ACC-0506,114385.38,INR,UPI,transfer,medical,Pune,completed,,
TXN-3EBDF587368C,2026-07-25 08:07:25,ACC-0234,ACC-0329,14397.97,INR,UPI,transfer,,Ahmedabad,completed,,
TXN-59ECE90E6A04,2026-07-25 08:20:21,ACC-0554,ACC-0161,26259.97,INR,UPI,transfer,fuel,Mumbai,completed,,
TXN-BBDC15D3044C,2026-07-25 08:25:00,ACC-0582,ACC-0427,22891.31,INR,RTGS,transfer,shopping,Chennai,completed,,
TXN-E4EF59B67681,2026-07-25 08:32:24,ACC-0504,ACC-0539,16141.18,INR,IMPS,transfer,medical,Ahmedabad,completed,,
TXN-424BD16E68DB,2026-07-25 08:36:49,ACC-0474,ACC-0222,22491.4,INR,NEFT,transfer,subscription,Chennai,completed,,
TXN-2DF93FCD4807,2026-07-25 08:39:20,ACC-0360,ACC-0530,19943.6,INR,NEFT,transfer,shopping,Kolkata,completed,,
TXN-B0976EDBEE1F,2026-07-25 08:40:53,ACC-0154,ACC-0209,57770.14,INR,UPI,transfer,fuel,Hyderabad,completed,,
TXN-FE2FF9BF037B,2026-07-25 09:10:52,ACC-0107,ACC-0330,17775.53,INR,UPI,transfer,,Ahmedabad,completed,,
TXN-58580DCF6FB9,2026-07-25 09:10:57,ACC-0199,ACC-0181,2707.65,INR,UPI,transfer,fuel,Hyderabad,completed,,
TXN-8B7209638ECA,2026-07-25 09:19:13,ACC-0442,ACC-0297,11840.55,INR,UPI,transfer,,Ahmedabad,completed,,
TXN-2ED1836EC37C,2026-07-25 09:22:01,ACC-0272,ACC-0141,25046.46,INR,IMPS,transfer,rent,Bangalore,completed,,
TXN-3E790BF8BAEB,2026-07-25 09:29:26,ACC-0362,ACC-0242,42647.35,INR,UPI,transfer,fuel,Bangalore,completed,,
TXN-B56A915D6BD0,2026-07-25 09:43:46,ACC-0109,ACC-0152,20187.74,INR,UPI,transfer,utilities,Mumbai,completed,,
TXN-B937C12A243B,2026-07-25 09:46:00,ACC-0109,ACC-0349,13427.24,INR,UPI,transfer,restaurant,Hyderabad,completed,,
TXN-AFBC3A42518B,2026-07-25 09:54:11,ACC-0141,ACC-0150,18207.1,INR,NEFT,transfer,medical,Mumbai,completed,,
TXN-6671EFD7DA99,2026-07-25 09:54:47,ACC-0324,ACC-0231,11706.45,INR,UPI,transfer,groceries,Pune,completed,,
TXN-5CD3D3E2D750,2026-07-25 10:12:55,ACC-0242,ACC-0362,17516.61,INR,IMPS,transfer,restaurant,Hyderabad,completed,,
TXN-591BA18310A3,2026-07-25 10:16:30,ACC-0450,ACC-0403,88751.03,INR,UPI,transfer,shopping,Pune,completed,,
TXN-6F1CBB52BAC2,2026-07-25 10:47:35,ACC-0462,ACC-0475,24686.87,INR,CASH,transfer,fuel,Ahmedabad,completed,,
TXN-E9AF9D489FF5,2026-07-25 11:07:44,ACC-0292,ACC-0336,94729.49,INR,NEFT,transfer,shopping,Hyderabad,completed,,
TXN-3238D4866D96,2026-07-25 11:11:32,ACC-0312,ACC-0346,23581.42,INR,UPI,transfer,shopping,Delhi,completed,,
TXN-5A2C721EC6F9,2026-07-25 11:19:48,ACC-0286,ACC-0430,15673.81,INR,RTGS,transfer,restaurant,Kolkata,completed,,
TXN-BA217FBD7EB7,2026-07-25 11:28:44,ACC-0353,ACC-0346,22330.95,INR,NEFT,transfer,subscription,Pune,completed,,
TXN-B50A4876B8B6,2026-07-25 11:34:44,ACC-0298,ACC-0195,17705.59,INR,IMPS,transfer,,Delhi,completed,,
TXN-8D93F6983D8F,2026-07-25 11:37:51,ACC-0160,ACC-0540,24182.76,INR,UPI,transfer,subscription,Bangalore,completed,,
TXN-354E97616EF7,2026-07-25 11:40:33,ACC-F-001,ACC-0404,20302.78,INR,UPI,transfer,subscription,Pune,completed,,
TXN-F3E8855B7AD9,2026-07-25 11:47:40,ACC-0269,ACC-0218,3776.55,INR,NEFT,transfer,shopping,Chennai,completed,,
TXN-C1ACC61DDFB0,2026-07-25 11:52:39,ACC-0208,ACC-0259,11435.55,INR,UPI,transfer,restaurant,Ahmedabad,completed,,
TXN-2D8647FD5E49,2026-07-25 11:52:50,ACC-0431,ACC-0425,28812.4,INR,RTGS,transfer,utilities,Ahmedabad,completed,,
TXN-431DF6268482,2026-07-25 11:54:30,ACC-0464,ACC-0365,12632.38,INR,UPI,transfer,shopping,Chennai,completed,,
TXN-82853A50AFDC,2026-07-25 12:02:31,ACC-0566,ACC-0289,15404.82,INR,IMPS,transfer,utilities,Hyderabad,completed,,
TXN-04378D35982F,2026-07-25 12:08:10,ACC-0500,ACC-0569,15521.82,INR,UPI,transfer,rent,Kolkata,completed,,
TXN-3413C8D2C02B,2026-07-25 12:14:07,ACC-0128,ACC-0544,40283.75,INR,UPI,transfer,,Ahmedabad,completed,,
TXN-B3A38884706E,2026-07-25 12:16:30,ACC-0159,ACC-0389,11623.75,INR,RTGS,transfer,utilities,Hyderabad,completed,,
TXN-43DDB0225DB6,2026-07-25 12:23:45,ACC-0148,ACC-0269,24180.35,INR,UPI,transfer,rent,Delhi,completed,,
TXN-F7D6BDE437CD,2026-07-25 12:37:17,ACC-0578,ACC-0128,16305.34,INR,IMPS,transfer,shopping,Kolkata,completed,,
TXN-3CF665578FD1,2026-07-25 12:41:16,ACC-0459,ACC-0330,43646.53,INR,UPI,transfer,restaurant,Ahmedabad,completed,,
TXN-38026E9D23CA,2026-07-25 12:54:33,ACC-0115,ACC-0437,8334.88,INR,NEFT,transfer,restaurant,Kolkata,completed,,
TXN-3B7F55C3A643,2026-07-25 13:02:52,ACC-0506,ACC-0112,11924.69,INR,UPI,transfer,restaurant,Hyderabad,completed,,
TXN-BD9D19709E1D,2026-07-25 13:05:04,ACC-0404,ACC-0233,30232.8,INR,UPI,transfer,rent,Chennai,completed,,
TXN-1397C93BFCFC,2026-07-25 13:19:30,ACC-0497,ACC-0300,14489.53,INR,UPI,transfer,restaurant,Kolkata,completed,,
TXN-5210C36923BF,2026-07-25 13:43:32,ACC-0191,ACC-0521,22968.51,INR,NEFT,transfer,subscription,Pune,completed,,
TXN-B50F5FA6C810,2026-07-25 13:54:49,ACC-0587,ACC-0488,13633.43,INR,NEFT,transfer,subscription,Hyderabad,completed,,
TXN-13376D8DBE00,2026-07-25 14:18:19,ACC-0561,ACC-0523,24320.19,INR,UPI,transfer,subscription,Mumbai,completed,,
TXN-96C1E5346B5D,2026-07-25 14:30:49,ACC-0449,ACC-0496,27561.76,INR,NEFT,transfer,shopping,Chennai,completed,,
TXN-E16B2D730E8A,2026-07-25 14:35:49,ACC-0104,ACC-0531,24690.92,INR,UPI,transfer,medical,Hyderabad,completed,,
TXN-1A9E710C55C7,2026-07-25 14:38:44,ACC-0197,ACC-0251,17511.86,INR,NEFT,transfer,,Delhi,completed,,
TXN-B85895E1EF32,2026-07-25 14:40:15,ACC-0269,ACC-0126,91296.77,INR,IMPS,transfer,fuel,Hyderabad,completed,,
TXN-0F9CFF2FB2C8,2026-07-25 14:50:11,ACC-0533,ACC-0448,1572.86,INR,IMPS,transfer,,Hyderabad,completed,,
