account_id,customer_id,account_type,creation_date,segment,risk_profile,status,home_region,expected_activity_category,is_synthetic_suspicious,scenario_id
ACC-0376,CUST-0376,savings,2021-05-12T12:00:00,retail,low,active,Hyderabad,student,False,
ACC-0377,CUST-0377,current,2026-01-20T12:00:00,corporate,low,active,Mumbai,merchant,False,
ACC-0378,CUST-0378,savings,2024-09-24T12:00:00,retail,low,active,Hyderabad,salary,False,
ACC-0379,CUST-0379,savings,2023-10-30T12:00:00,retail,low,active,Hyderabad,salary,False,
ACC-0380,CUST-0380,savings,2021-03-03T12:00:00,retail,low,active,Hyderabad,student,False,
ACC-0381,CUST-0381,savings,2023-09-08T12:00:00,retail,low,active,Ahmedabad,student,False,
ACC-0382,CUST-0382,savings,2026-03-26T12:00:00,retail,low,active,Kolkata,salary,False,
ACC-0383,CUST-0383,current,2023-01-26T12:00:00,corporate,low,active,Hyderabad,merchant,False,
ACC-0384,CUST-0384,savings,2025-03-04T12:00:00,retail,low,active,Mumbai,salary,False,
ACC-0385,CUST-0385,current,2022-09-08T12:00:00,sme,low,active,Hyderabad,small_business,False,
ACC-0386,CUST-0386,savings,2022-03-06T12:00:00,retail,low,active,Bangalore,student,False,
ACC-0387,CUST-0387,savings,2022-10-20T12:00:00,retail,low,active,Ahmedabad,salary,False,
ACC-0388,CUST-0388,current,2025-06-09T12:00:00,sme,low,active,Kolkata,small_business,False,
ACC-0389,CUST-0389,savings,2023-09-12T12:00:00,retail,low,active,Delhi,student,False,
ACC-0390,CUST-0390,savings,2024-03-01T12:00:00,retail,low,active,Pune,salary,False,
ACC-0391,CUST-0391,savings,2025-11-13T12:00:00,retail,low,active,Bangalore,salary,False,
ACC-0392,CUST-0392,savings,2022-07-26T12:00:00,retail,low,active,Ahmedabad,salary,False,
ACC-0393,CUST-0393,savings,2021-02-26T12:00:00,retail,low,active,Kolkata,salary,False,
ACC-0394,CUST-0394,current,2023-05-16T12:00:00,corporate,low,active,Mumbai,merchant,False,
ACC-0395,CUST-0395,savings,2024-09-09T12:00:00,retail,low,active,Hyderabad,salary,False,
ACC-0396,CUST-0396,savings,2022-02-14T12:00:00,retail,low,active,Kolkata,salary,False,
ACC-0397,CUST-0397,current,2021-10-30T12:00:00,corporate,low,active,Mumbai,merchant,False,
ACC-0398,CUST-0398,savings,2023-05-31T12:00:00,retail,low,active,Ahmedabad,student,False,
ACC-0399,CUST-0399,savings,2025-05-27T12:00:00,retail,low,active,Pune,salary,False,
ACC-0400,CUST-0400,savings,2023-08-30T12:00:00,retail,low,active,Ahmedabad,student,False,
ACC-0401,CUST-0401,current,2025-04-25T12:00:00,corporate,low,active,Hyderabad,merchant,False,
ACC-0402,CUST-0402,savings,2021-04-03T12:00:00,retail,low,active,Hyderabad,student,False,
ACC-0403,CUST-0403,savings,2022-07-16T12:00:00,retail,low,active,Ahmedabad,salary,False,
ACC-0404,CUST-0404,savings,2022-12-03T12:00:00,retail,low,active,Chennai,salary,False,
ACC-0405,CUST-0405,current,2024-09-17T12:00:00,corporate,low,active,Mumbai,merchant,False,
ACC-0406,CUST-0406,savings,2025-12-07T12:00:00,retail,low,active,Chennai,student,False,
ACC-0407,CUST-0407,current,2021-05-03T12:00:00,sme,low,active,Delhi,small_business,False,
ACC-0408,CUST-0408,savings,2025-10-18T12:00:00,retail,low,active,Bangalore,salary,False,
ACC-0409,CUST-0409,savings,2022-06-09T12:00:00,retail,low,active,Hyderabad,salary,False,
ACC-0410,CUST-0410,savings,2024-12-03T12:00:00,retail,low,active,Kolkata,student,False,
ACC-0411,CUST-0411,current,2023-10-22T12:00:00,corporate,low,active,Chennai,merchant,False,
ACC-0412,CUST-0412,savings,2025-08-23T12:00:00,retail,low,active,Kolkata,salary,False,
ACC-0413,CUST-0413,savings,2023-02-04T12:00:00,retail,low,active,Bangalore,salary,False,
ACC-0414,CUST-0414,current,2024-11-27T12:00:00,corporate,low,active,Kolkata,merchant,False,
ACC-0415,CUST-0415,savings,2022-01-14T12:00:00,retail,low,active,Hyderabad,salary,False,
ACC-0416,CUST-0416,current,2024-11-13T12:00:00,corporate,low,active,Hyderabad,merchant,False,
ACC-0417,CUST-0417,current,2023-03-16T12:00:00,corporate,low,active,Ahmedabad,merchant,False,
ACC-0418,CUST-0418,current,2023-12-14T12:00:00,corporate,low,active,Ahmedabad,merchant,False,
ACC-0419,CUST-0419,savings,2023-05-12T12:00:00,retail,low,active,Kolkata,salary,False,
ACC-0420,CUST-0420,savings,2024-08-25T12:00:00,retail,low,active,Chennai,salary,False,
ACC-0421,CUST-0421,current,2025-02-11T12:00:00,sme,low,active,Kolkata,small_business,False,
ACC-0422,CUST-0422,savings,2022-02-08T12:00:00,retail,low,active,Kolkata,salary,False,
ACC-0423,CUST-0423,savings,2022-04-12T12:00:00,retail,low,active,Ahmedabad,salary,False,
ACC-0424,CUST-0424,current,2021-11-27T12:00:00,corporate,low,active,Kolkata,merchant,False,
ACC-0425,CUST-0425,savings,2022-09-25T12:00:00,retail,low,active,Bangalore,salary,False,
ACC-0426,CUST-0426,savings,2026-04-01T12:00:00,retail,low,active,Bangalore,salary,False,
ACC-0427,CUST-0427,savings,2023-02-23T12:00:00,retail,low,active,Pune,student,False,
ACC-0428,CUST-0428,current,2021-07-21T12:00:00,corporate,low,active,Ahmedabad,merchant,False,
ACC-0429,CUST-0429,savings,2021-05-08T12:00:00,retail,low,active,Ahmedabad,salary,False,
ACC-0430,CUST-0430,savings,2025-08-24T12:00:00,retail,low,active,Kolkata,salary,False,
ACC-0431,CUST-0431,current,2025-08-03T12:00:00,corporate,low,active,Delhi,merchant,False,
ACC-0432,CUST-0432,savings,2024-12-20T12:00:00,retail,low,active,Pune,salary,False,
ACC-0433,CUST-0433,savings,2024-03-23T12:00:00,retail,low,active,Delhi,student,False,
ACC-0434,CUST-0434,current,2021-09-04T12:00:00,corporate,low,active,Kolkata,merchant,False,
ACC-0435,CUST-0435,current,2022-12-10T12:00:00,sme,low,active,Ahmedabad,small_business,False,
ACC-0436,CUST-0436,current,2026-04-03T12:00:00,corporate,low,active,Delhi,merchant,False,
ACC-0437,CUST-0437,savings,2022-08-14T12:00:00,retail,low,active,Hyderabad,salary,False,
ACC-0438,CUST-0438,current,2022-04-08T12:00:00,sme,low,active,Delhi,small_business,False,
ACC-0439,CUST-0439,savings,2025-11-26T12:00:00,retail,low,active,Delhi,salary,False,
ACC-0440,CUST-0440,savings,2022-07-25T12:00:00,retail,low,active,Hyderabad,salary,False,
ACC-0441,CUST-0441,current,2026-03-13T12:00:00,sme,low,active,Pune,small_business,False,
ACC-0442,CUST-0442,current,2024-10-23T12:00:00,corporate,low,active,Pune,merchant,False,
ACC-0443,CUST-0443,savings,2025-08-21T12:00:00,retail,low,active,Chennai,salary,False,
ACC-0444,CUST-0444,savings,2023-04-13T12:00:00,retail,low,active,Bangalore,student,False,
ACC-0445,CUST-0445,savings,2026-01-05T12:00:00,retail,low,active,Kolkata,salary,False,
ACC-0446,CUST-0446,savings,2025-02-07T12:00:00,retail,low,active,Ahmedabad,student,False,
ACC-0447,CUST-0447,current,2025-08-26T12:00:00,sme,low,active,Chennai,small_business,False,
ACC-0448,CUST-0448,savings,2025-01-11T12:00:00,retail,low,active,Ahmedabad,salary,False,
ACC-0449,CUST-0449,savings,2026-05-27T12:00:00,retail,low,active,Ahmedabad,salary,False,
ACC-0450,CUST-0450,current,2022-08-28T12:00:00,sme,low,active,Bangalore,small_business,False,
ACC-0451,CUST-0451,savings,2021-02-26T12:00:00,retail,low,active,Pune,salary,False,
ACC-0452,CUST-0452,current,2024-10-11T12:00:00,sme,low,active,Kolkata,small_business,False,
ACC-0453,CUST-0453,savings,2023-11-23T12:00:00,retail,low,active,Hyderabad,student,False,
ACC-0454,CUST-0454,savings,2024-04-19T12:00:00,retail,low,active,Ahmedabad,salary,False,
ACC-0455,CUST-0455,savings,2024-04-25T12:00:00,retail,low,active,Pune,salary,False,
ACC-0456,CUST-0456,savings,2022-07-14T12:00:00,retail,low,active,Hyderabad,student,False,
ACC-0457,CUST-0457,savings,2021-10-20T12:00:00,retail,low,active,Kolkata,salary,False,
ACC-0458,CUST-0458,savings,2023-04-13T12:00:00,retail,low,active,Mumbai,salary,False,
ACC-0459,CUST-0459,current,2022-04-11T12:00:00,sme,low,active,Ahmedabad,small_business,False,
ACC-0460,CUST-0460,current,2021-05-23T12:00:00,corporate,low,active,Hyderabad,merchant,False,
ACC-0461,CUST-0461,current,2025-03-01T12:00:00,corporate,low,active,Pune,merchant,False,
ACC-0462,CUST-0462,savings,2025-05-22T12:00:00,retail,low,active,Hyderabad,salary,False,
ACC-0463,CUST-0463,savings,2022-05-31T12:00:00,retail,low,active,Bangalore,student,False,
ACC-0464,CUST-0464,savings,2021-05-22T12:00:00,retail,low,active,Mumbai,student,False,
ACC-0465,CUST-0465,savings,2023-12-26T12:00:00,retail,low,active,Mumbai,salary,False,
ACC-0466,CUST-0466,savings,2022-05-08T12:00:00,retail,low,active,Bangalore,student,False,
ACC-0467,CUST-0467,savings,2024-10-19T12:00:00,retail,low,active,Pune,salary,False,
ACC-0468,CUST-0468,current,2025-06-21T12:00:00,corporate,low,active,Chennai,merchant,False,
ACC-0469,CUST-0469,savings,2023-06-07T12:00:00,retail,low,active,Pune,salary,False,
ACC-0470,CUST-0470,savings,2021-05-02T12:00:00,retail,low,active,Hyderabad,student,False,
ACC-0471,CUST-0471,current,2025-01-05T12:00:00,corporate,low,active,Ahmedabad,merchant,False,
ACC-0472,CUST-0472,current,2024-10-19T12:00:00,sme,low,active,Pune,small_business,False,
ACC-0473,CUST-0473,current,2023-10-30T12:00:00,corporate,low,active,Delhi,merchant,False,
ACC-0474,CUST-0474,savings,2025-03-10T12:00:00,retail,low,active,Kolkata,salary,False,
ACC-0475,CUST-0475,current,2021-12-11T12:00:00,sme,low,active,Pune,small_business,False,
ACC-0476,CUST-0476,savings,2024-03-29T12:00:00,retail,low,active,Mumbai,salary,False,
ACC-0477,CUST-0477,savings,2025-10-05T12:00:00,retail,low,active,Ahmedabad,salary,False,
ACC-0478,CUST-0478,savings,2022-04-04T12:00:00,retail,low,active,Hyderabad,salary,False,
ACC-0479,CUST-0479,savings,2021-11-04T12:00:00,retail,low,active,Pune,student,False,
ACC-0480,CUST-0480,savings,2025-02-22T12:00:00,retail,low,active,Ahmedabad,salary,False,
ACC-0481,CUST-0481,savings,2021-07-01T12:00:00,retail,low,active,Pune,salary,False,
ACC-0482,CUST-0482,current,2025-03-19T12:00:00,sme,low,active,Delhi,small_business,False,
ACC-0483,CUST-0483,savings,2023-11-08T12:00:00,retail,low,active,Hyderabad,student,False,
ACC-0484,CUST-0484,savings,2025-10-20T12:00:00,retail,low,active,Bangalore,student,False,
ACC-0485,CUST-0485,savings,2026-03-31T12:00:00,retail,low,active,Hyderabad,salary,False,
ACC-0486,CUST-0486,current,2025-10-21T12:00:00,sme,low,active,Delhi,small_business,False,
ACC-0487,CUST-0487,savings,2023-06-11T12:00:00,retail,low,active,Bangalore,salary,False,
ACC-0488,CUST-0488,savings,2024-05-17T12:00:00,retail,low,active,Kolkata,salary,False,
ACC-0489,CUST-0489,savings,2022-05-19T12:00:00,retail,low,active,Bangalore,student,False,
ACC-0490,CUST-0490,current,2022-10-13T12:00:00,corporate,low,active,Delhi,merchant,False,
ACC-0491,CUST-0491,current,2023-01-02T12:00:00,corporate,low,active,Kolkata,merchant,False,
ACC-0492,CUST-0492,current,2024-11-20T12:00:00,sme,low,active,Mumbai,small_business,False,
ACC-0493,CUST-0493,savings,2025-03-28T12:00:00,retail,low,active,Ahmedabad,student,False,
ACC-0494,CUST-0494,savings,2025-02-17T12:00:00,retail,low,active,Pune,salary,False,
ACC-0495,CUST-0495,savings,2022-08-11T12:00:00,retail,low,active,Pune,salary,False,
ACC-0496,CUST-0496,savings,2022-11-03T12:00:00,retail,low,active,Pune,student,False,
ACC-0497,CUST-0497,savings,2024-11-27T12:00:00,retail,low,active,Chennai,salary,False,
ACC-0498,CUST-0498,current,2021-02-18T12:00:00,sme,low,active,Ahmedabad,small_business,False,
ACC-0499,CUST-0499,savings,2025-04-07T12:00:00,retail,low,active,Mumbai,salary,False,
ACC-0500,CUST-0500,savings,2024-08-01T12:00:00,retail,low,active,Chennai,salary,False,
ACC-0501,CUST-0501,current,2022-01-16T12:00:00,sme,low,active,Chennai,small_business,False,
ACC-0502,CUST-0502,savings,2022-03-01T12:00:00,retail,low,active,Chennai,salary,False,
ACC-0503,CUST-0503,savings,2021-11-23T12:00:00,retail,low,active,Chennai,student,False,
ACC-0504,CUST-0504,savings,2025-08-17T12:00:00,retail,low,active,Mumbai,salary,False,
ACC-0505,CUST-0505,savings,2025-08-23T12:00:00,retail,low,active,Bangalore,salary,False,
ACC-0506,CUST-0506,savings,2021-12-23T12:00:00,retail,low,active,Bangalore,student,False,
ACC-0507,CUST-0507,savings,2021-08-06T12:00:00,retail,low,active,Mumbai,salary,False,
ACC-0508,CUST-0508,savings,2024-06-12T12:00:00,retail,low,active,Chennai,salary,False,
ACC-0509,CUST-0509,savings,2026-05-14T12:00:00,retail,low,active,Bangalore,student,False,
ACC-0510,CUST-0510,savings,2025-09-29T12:00:00,retail,low,active,Kolkata,salary,False,
ACC-0511,CUST-0511,savings,2022-04-10T12:00:00,retail,low,active,Delhi,student,False,
ACC-0512,CUST-0512,savings,2022-02-03T12:00:00,retail,low,active,Pune,salary,False,
ACC-0513,CUST-0513,savings,2025-11-04T12:00:00,retail,low,active,Ahmedabad,student,False,
ACC-0514,CUST-0514,savings,2021-02-25T12:00:00,retail,low,active,Mumbai,student,False,
ACC-0515,CUST-0515,current,2021-05-11T12:00:00,corporate,low,active,Hyderabad,merchant,False,
ACC-0516,CUST-0516,savings,2026-04-13T12:00:00,retail,low,active,Mumbai,salary,False,
ACC-0517,CUST-0517,current,2021-09-14T12:00:00,sme,low,active,Kolkata,small_business,False,
ACC-0518,CUST-0518,savings,2025-11-06T12:00:00,retail,low,active,Ahmedabad,salary,False,
ACC-0519,CUST-0519,current,2023-12-20T12:00:00,corporate,low,active,Delhi,merchant,False,
ACC-0520,CUST-0520,current,2024-08-25T12:00:00,corporate,low,active,Bangalore,merchant,False,
ACC-0521,CUST-0521,savings,2024-11-29T12:00:00,retail,low,active,Pune,salary,False,
ACC-0522,CUST-0522,savings,2023-02-08T12:00:00,retail,low,active,Hyderabad,salary,False,
ACC-0523,CUST-0523,savings,2023-01-23T12:00:00,retail,low,active,Kolkata,salary,False,
ACC-0524,CUST-0524,savings,2022-07-09T12:00:00,retail,low,active,Delhi,salary,False,
ACC-0525,CUST-0525,current,2022-10-21T12:00:00,corporate,low,active,Chennai,merchant,False,
ACC-0526,CUST-0526,savings,2021-06-23T12:00:00,retail,low,active,Chennai,salary,False,
ACC-0527,CUST-0527,savings,2021-10-25T12:00:00,retail,low,active,Ahmedabad,salary,False,
ACC-0528,CUST-0528,savings,2022-05-13T12:00:00,retail,low,active,Delhi,salary,False,
ACC-0529,CUST-0529,savings,2024-09-13T12:00:00,retail,low,active,Hyderabad,salary,False,
ACC-0530,CUST-0530,savings,2025-08-07T12:00:00,retail,low,active,Ahmedabad,salary,False,
ACC-0531,CUST-0531,savings,2021-10-16T12:00:00,retail,low,active,Delhi,salary,False,
ACC-0532,CUST-0532,savings,2025-11-30T12:00:00,retail,low,active,Pune,salary,False,
ACC-0533,CUST-0533,current,2023-05-03T12:00:00,corporate,low,active,Mumbai,merchant,False,
ACC-0534,CUST-0534,savings,2023-04-22T12:00:00,retail,low,active,Pune,student,False,
ACC-0535,CUST-0535,savings,2024-02-25T12:00:00,retail,low,active,Pune,student,False,
ACC-0536,CUST-0536,current,2021-03-06T12:00:00,corporate,low,active,Kolkata,merchant,False,
ACC-0537,CUST-0537,current,2022-05-31T12:00:00,corporate,low,active,Mumbai,merchant,False,
ACC-0538,CUST-0538,current,2023-02-02T12:00:00,sme,low,active,Hyderabad,small_business,False,
ACC-0539,CUST-0539,savings,2023-03-20T12:00:00,retail,low,active,Chennai,salary,False,
ACC-0540,CUST-0540,savings,2023-10-02T12:00:00,retail,low,active,Chennai,salary,False,
ACC-0541,CUST-0541,current,2024-06-28T12:00:00,corporate,low,active,Pune,merchant,False,
ACC-0542,CUST-0542,savings,2024-11-22T12:00:00,retail,low,active,Chennai,salary,False,
ACC-0543,CUST-0543,current,2021-09-19T12:00:00,corporate,low,active,Mumbai,merchant,False,
ACC-0544,CUST-0544,savings,2022-10-07T12:00:00,retail,low,active,Hyderabad,student,False,
ACC-0545,CUST-0545,savings,2024-12-03T12:00:00,retail,low,active,Hyderabad,salary,False,
ACC-0546,CUST-0546,current,2024-06-27T12:00:00,sme,low,active,Mumbai,small_business,False,
ACC-0547,CUST-0547,savings,2025-08-26T12:00:00,retail,low,active,Kolkata,salary,False,
ACC-0548,CUST-0548,savings,2022-04-20T12:00:00,retail,low,active,Mumbai,salary,False,
ACC-0549,CUST-0549,savings,2023-06-25T12:00:00,retail,low,active,Chennai,salary,False,
ACC-0550,CUST-0550,savings,2023-11-29T12:00:00,retail,low,active,Pune,salary,False,
ACC-0551,CUST-0551,savings,2024-09-15T12:00:00,retail,low,active,Pune,salary,False,
ACC-0552,CUST-0552,current,2023-04-10T12:00:00,corporate,low,active,Delhi,merchant,False,
ACC-0553,CUST-0553,current,2025-08-01T12:00:00,corporate,low,active,Bangalore,merchant,False,
ACC-0554,CUST-0554,current,2026-03-06T12:00:00,corporate,low,active,Delhi,merchant,False,
ACC-0555,CUST-0555,savings,2022-09-29T12:00:00,retail,low,active,Kolkata,salary,False,
ACC-0556,CUST-0556,savings,2023-12-23T12:00:00,retail,low,active,Kolkata,salary,False,
ACC-0557,CUST-0557,savings,2022-03-22T12:00:00,retail,low,active,Delhi,salary,False,
ACC-0558,CUST-0558,savings,2025-10-31T12:00:00,retail,low,active,Hyderabad,salary,False,
ACC-0559,CUST-0559,savings,2023-02-17T12:00:00,retail,low,active,Ahmedabad,student,False,
ACC-0560,CUST-0560,savings,2024-09-22T12:00:00,retail,low,active,Mumbai,student,False,
ACC-0561,CUST-0561,savings,2023-02-04T12:00:00,retail,low,active,Mumbai,salary,False,
ACC-0562,CUST-0562,savings,2024-10-06T12:00:00,retail,low,active,Chennai,salary,False,
ACC-0563,CUST-0563,current,2022-03-03T12:00:00,corporate,low,active,Hyderabad,merchant,False,
ACC-0564,CUST-0564,savings,2025-10-13T12:00:00,retail,low,active,Mumbai,salary,False,
ACC-0565,CUST-0565,savings,2024-01-16T12:00:00,retail,low,active,Bangalore,salary,False,
ACC-0566,CUST-0566,savings,2023-06-21T12:00:00,retail,low,active,Chennai,salary,False,
ACC-0567,CUST-0567,savings,2021-10-13T12:00:00,retail,low,active,Pune,student,False,
ACC-0568,CUST-0568,savings,2021-08-16T12:00:00,retail,low,active,Mumbai,salary,False,
ACC-0569,CUST-0569,savings,2023-11-17T12:00:00,retail,low,active,Delhi,salary,False,
ACC-0570,CUST-0570,current,2023-03-24T12:00:00,corporate,low,active,Kolkata,merchant,False,
ACC-0571,CUST-0571,savings,2022-06-23T12:00:00,retail,low,active,Kolkata,student,False,
ACC-0572,CUST-0572,savings,2024-03-08T12:00:00,retail,low,active,Mumbai,salary,False,
ACC-0573,CUST-0573,current,2025-06-29T12:00:00,sme,low,active,Ahmedabad,small_business,False,
ACC-0574,CUST-0574,current,2021-04-19T12:00:00,corporate,low,active,Pune,merchant,False,
ACC-0575,CUST-0575,savings,2021-09-20T12:00:00,retail,low,active,Delhi,salary,False,
ACC-0576,CUST-0576,savings,2023-02-25T12:00:00,retail,low,active,Kolkata,salary,False,
ACC-0577,CUST-0577,savings,2024-03-27T12:00:00,retail,low,active,Hyderabad,student,False,
ACC-0578,CUST-0578,current,2025-03-19T12:00:00,corporate,low,active,Pune,merchant,False,
ACC-0579,CUST-0579,current,2026-01-10T12:00:00,corporate,low,active,Delhi,merchant,False,
ACC-0580,CUST-0580,savings,2025-05-14T12:00:00,retail,low,active,Pune,student,False,
ACC-0581,CUST-0581,savings,2021-01-30T12:00:00,retail,low,active,Bangalore,salary,False,
ACC-0582,CUST-0582,savings,2025-08-20T12:00:00,retail,low,active,Hyderabad,salary,False,
ACC-0583,CUST-0583,savings,2023-01-29T12:00:00,retail,low,active,Bangalore,salary,False,
ACC-0584,CUST-0584,current,2022-10-12T12:00:00,corporate,low,active,Delhi,merchant,False,
ACC-0585,CUST-0585,savings,2022-02-14T12:00:00,retail,low,active,Ahmedabad,salary,False,
ACC-0586,CUST-0586,savings,2023-04-18T12:00:00,retail,low,active,Ahmedabad,salary,False,
ACC-0587,CUST-0587,savings,2021-07-05T12:00:00,retail,low,active,Pune,student,False,
ACC-0588,CUST-0588,current,2022-12-09T12:00:00,corporate,low,active,Pune,merchant,False,
ACC-0589,CUST-0589,savings,2026-01-27T12:00:00,retail,low,active,Ahmedabad,salary,False,
ACC-0590,CUST-0590,savings,2024-10-03T12:00:00,retail,low,active,Hyderabad,salary,False,
ACC-0591,CUST-0591,savings,2024-06-25T12:00:00,retail,low,active,Delhi,student,False,
ACC-0592,CUST-0592,savings,2023-12-03T12:00:00,retail,low,active,Mumbai,salary,False,
